年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,馬体重,馬体重増減,調教師,所属,父馬名,母馬名,母の父馬名,毛色,生年月日
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,ジャスティンカツミ,1,牡,3,吉田隼人,54,,7,0.7,3,4.5,2.05.3,1,1,1,2,逃げ,35.8,7,502,0,杉山晴紀,栗,ドゥラメンテ,フォンタネットポー,Dunkirk,栗毛,20190305
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,デルマアシュラ,2,牡,4,武豊,57,,6,0.4,2,4.4,2.05.0,3,3,3,5,中団,35.2,5,420,0,友道康夫,栗,ディープインパクト,オンヴェラ,Smart Strike,青毛,20180218
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,クールブリエ,3,牝,4,角田大和,55,,5,0.3,6,11.5,2.04.9,5,3,3,5,中団,35.1,4,460,-10,笹田和秀,栗,メイショウサムソン,フレアキャスケード,エルコンドルパサー,鹿毛,20180418
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,テーオーサンドニ,4,牡,3,鮫島克駿,54,,3,0.2,4,4.7,2.04.8,2,2,2,1,先行,35.2,5,468,-2,高柳大輔,栗,キタサンブラック,ポールポジション2,Pivotal,鹿毛,20190508
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,トラウンシュタイン,5,牡,4,斎藤新,57,B,2,0.2,8,114.3,2.04.8,8,8,3,2,ﾏｸﾘ,35,3,444,-14,奥村豊,栗,オルフェーヴル,トラウム,Dansili,鹿毛,20180209
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,サトノヴィーナス,6,牝,5,藤岡佑介,55,,8,1,7,26.9,2.05.6,3,3,3,7,後方,35.9,8,480,2,平田修,栗,ロードカナロア,サトノユリア,ディープインパクト,鹿毛,20170412
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,アケルナルスター,7,牡,3,丹内祐次,54,,1,-0.2,1,3,2.04.6,7,6,3,4,先行,34.8,1,460,0,清水英克,美,トーセンラー,パリージョ,タイキシャトル,青鹿,20190416
22,7,23,9,札幌,利尻特別･1勝,芝,2000,稍,曇,8,タイミングハート,8,牡,5,浜中俊,57,,4,0.2,5,7.7,2.04.8,6,6,8,8,追込,34.8,1,442,-12,武幸四郎,栗,ディープインパクト,リッスン,Sadler's Wells,黒鹿,20170304
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,ロードオブザチェコ,1,牡,4,柴山雄一,57,,5,0.9,6,12.9,1.46.8,1,1,1,1,逃げ,39.3,7,498,6,石栗龍彦,美,ストロングリターン,リアンローズ,スターリングローズ,栗毛,20180421
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,モズマゾク,2,牡,4,武豊,57,B,2,0.2,4,6.1,1.46.1,7,7,5,3,先行,38.1,1,486,-10,南井克巳,栗,グランプリボス,モズアリュール,ゴールドアリュール,青毛,20180304
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,マイネルレンカ,3,牡,8,丹内祐次,57,,4,0.8,9,41.1,1.46.7,5,4,7,7,差し,38.3,3,470,0,鈴木慎太,美,スマートファルコン,ラビングトスカーナ,マイネルラヴ,黒鹿,20140515
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,パルデンス,4,牡,4,鮫島克駿,57,,0,----,,,0.00.0,0,0,0,0,,,0,476,-4,中野栄治,美,ディープブリランテ,ヘヴンリークルーズ,ファルブラヴ,鹿毛,20180420
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,インウィクトス,5,牡,5,原田和真,57,,7,1.7,10,167.1,1.47.6,9,9,9,9,後方,38.8,5,462,2,小桧山悟,美,ワールドエース,ラビングトスカーナ,マイネルラヴ,鹿毛,20170416
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,ゲンパチミーティア,6,セ,4,吉田隼人,57,,0,----,8,28.6,0.00.0,0,0,0,0,,,0,468,10,矢作芳人,栗,ロードカナロア,ロージーローズ,シンボリクリスエス,鹿毛,20180312
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,モズピンポン,7,牡,5,横山武史,57,,1,-0.2,1,3,1.45.9,2,2,2,2,先行,38.3,3,526,-4,矢作芳人,栗,グランプリボス,グランプリエンゼル,アグネスデジタル,栗毛,20170504
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,アメリカンエール,8,牡,4,菱田裕二,57,B,3,0.7,2,4.6,1.46.6,8,8,8,7,差し,38.1,1,504,2,戸田博文,美,Tapit,Sindy With an S,Broken Vow,芦毛,20180407
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,ロンドンデリーエア,9,牡,5,藤岡佑介,57,,6,1,5,8.2,1.46.9,3,3,3,3,先行,39.2,6,468,-2,武英智,栗,タートルボウル,オメガグレイス,サンデーサイレンス,栗毛,20170310
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,グリニッジシチー,10,セ,6,横山琉人,57,B,9,1.8,7,14.5,1.47.7,4,4,4,5,中団,39.8,9,484,12,相沢郁,美,エスポワールシチー,プラセンティア,トワイニング,栗毛,20160330
22,7,23,10,札幌,大倉山特･2勝,ダ,1700,稍,曇,11,ロスコフ,11,牡,4,横山和生,57,,8,1.8,3,4.6,1.47.7,6,6,5,5,中団,39.7,8,496,0,久保田貴,美,オルフェーヴル,ベルプラージュ,キングカメハメハ,鹿毛,20180206
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ナイントゥファイブ,1,牝,5,吉田隼人,55,,3,0.2,6,13.4,1.10.1,0,0,2,2,先行,35.3,7,472,6,西園正都,栗,スクリーンヒーロー,ベットーレ,Blu Air Force,黒鹿,20170131
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,シュアーヴアリア,2,牝,4,勝浦正樹,55,B,4,0.3,3,6.4,1.10.2,0,0,11,10,差し,34.9,2,482,2,高橋裕,美,ゴールドシップ,スズノネイロ,デュランダル,黒鹿,20180401
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ダークペイジ,3,牝,3,横山武史,52,,2,0.2,1,2.2,1.10.1,0,0,6,5,差し,35.1,6,462,10,吉村圭司,栗,Dark Angel,グレイトペイジ,Roderic O'Connor,黒鹿,20190308
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,フォイアーロート,4,牡,4,岩田康誠,57,,6,0.4,9,34.8,1.10.3,0,0,6,5,中団,35.3,7,468,2,中村直也,栗,リオンディーズ,ヴィンテージローズ,ゼンノロブロイ,青鹿,20180205
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,コスモアンジュ,5,牝,5,丹内祐次,55,,14,0.8,2,5.9,1.10.7,0,0,6,8,中団,35.7,13,502,4,武藤善則,美,トゥザワールド,ゴールドエンジェル,クロフネ,鹿毛,20170517
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,スンリ,6,牝,4,鮫島克駿,55,B,10,0.6,7,14.2,1.10.5,0,0,2,2,先行,35.7,13,472,-6,清水久詞,栗,キズナ,ホットマンボ,Kingmambo,鹿毛,20180202
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ユキノファラオ,7,牡,4,武豊,57,,7,0.4,5,13,1.10.3,0,0,13,13,後方,34.9,2,494,14,石毛善彦,美,ワールドエース,ユキノシンデレラ,サンダーガルチ,鹿毛,20180325
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,トミケンボハテル,8,牡,8,秋山稔樹,57,,15,1.6,15,307.1,1.11.5,0,0,15,15,後方,34.9,2,488,-12,蛯名利弘,美,アドマイヤムーン,ヴァルネリーナ,Caerleon,芦毛,20140415
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ヤマニンペダラーダ,9,牡,8,柴山雄一,57,,13,0.8,14,177.1,1.10.7,0,0,14,14,後方,34.8,1,468,-18,中村直也,栗,ディープインパクト,ヤマニンエマイユ,ホワイトマズル,黒鹿,20140406
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,バトーデュシエル,10,牝,5,横山和生,55,B,5,0.4,8,16.8,1.10.3,0,0,11,10,中団,35,5,482,4,安田翔伍,栗,ロードカナロア,エルダンジュ,サンデーサイレンス,鹿毛,20170123
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,マリーナ,11,牝,4,藤岡佑介,55,,8,0.5,4,9.8,1.10.4,0,0,5,5,中団,35.5,10,440,-2,矢作芳人,栗,キズナ,ザナ,Galileo,青鹿,20180413
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ディモールト,12,牡,5,浜中俊,57,B,12,0.8,10,50.4,1.10.7,0,0,6,10,中団,35.6,11,512,8,角田晃一,栗,ヘニーヒューズ,オールザットジャズ,タニノギムレット,黒鹿,20170402
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ショウナンアリアナ,13,牝,6,古川吉洋,55,,11,0.7,13,91.2,1.10.6,0,0,6,8,中団,35.6,11,438,2,高野友和,栗,Frankel,Restiadargent,Kendargent,鹿毛,20160226
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ネクストストーリー,14,牝,4,菱田裕二,55,,9,0.6,12,77.5,1.10.5,0,0,2,4,先行,35.7,13,498,8,中川公成,美,ジョーカプチーノ,パドブレ,ホワイトマズル,芦毛,20180405
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ミニオンペール,15,牝,6,黛弘人,55,,1,-0.2,11,74.5,1.09.9,0,0,1,1,逃げ,35.3,7,470,-8,小手川準,美,マツリダゴッホ,トラックマグナ,アラジ,鹿毛,20160604
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,サイモンポーリア,1,牝,4,丸山元気,55,,0,----,9,72.7,0.00.0,0,0,0,0,,,0,484,0,根本康広,美,マジェスティックウォリアー,サイモンガーランド,ロージズインメイ,鹿毛,20180321
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,レリジールダモーレ,2,牝,3,横山琉人,49,,2,0.9,2,3.4,1.46.6,7,7,5,4,ﾏｸﾘ,37.4,2,448,0,高橋義忠,栗,キングカメハメハ,コイウタ,フジキセキ,栗毛,20190408
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,レイモミ,3,牝,4,角田大和,53,,8,3.5,7,21.4,1.49.2,8,8,8,8,後方,39.3,6,426,10,武幸四郎,栗,ディープインパクト,ネックレス,Darshaan,青鹿,20180305
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クリノイヴァンカ,4,牝,6,古川吉洋,55,,9,3.7,10,97.3,1.49.4,9,9,9,9,後方,38.9,4,464,-6,谷潔,栗,ハーツクライ,ローマンクィーン,Holy Roman Emperor,鹿毛,20160126
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,フォンメイリー,5,牝,3,斎藤新,52,,6,3.2,4,6.7,1.48.9,5,6,6,6,中団,39.5,8,472,4,四位洋文,栗,ドレフォン,チャイナドール,スペシャルウィーク,栗毛,20190417
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クオーレドーロ,6,牝,3,横山武史,52,,4,2.3,3,4.2,1.48.0,3,3,4,4,先行,38.9,4,448,10,上原博之,美,ジャスタウェイ,ギャビーズゴールデンギャル,Medaglia d'Oro,鹿毛,20190527
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,マリノプリエール,7,牝,3,小林凌大,49,,7,3.3,6,17,1.49.0,5,5,6,7,後方,39.5,8,456,0,伊藤圭三,美,オルフェーヴル,マーモリー,Tiger Hill,鹿毛,20190225
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クレスコジョケツ,8,牝,3,鮫島克駿,52,,1,-0.9,1,2.9,1.45.7,1,1,1,1,逃げ,36.9,1,474,12,木原一良,栗,アメリカンペイトリオット,スラリーアイス,オレハマッテルゼ,鹿毛,20190318
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,トーホウジュナール,9,牝,4,菱田裕二,55,,3,1.7,8,24.3,1.47.4,2,2,2,2,先行,38.6,3,474,-12,高橋亮,栗,エイシンフラッシュ,トーホウアマポーラ,フジキセキ,青鹿,20180513
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,ホウオウハイエスト,10,牝,4,丹内祐次,55,,5,2.6,5,16,1.48.3,3,3,3,3,先行,39.4,7,518,0,矢野英一,美,ダイワメジャー,タニノハイクレア,クロフネ,栗毛,20180225
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,リンデザ,1,牝,2,城戸義政,54,,6,1,7,15.8,1.11.6,0,0,5,7,中団,36.4,9,444,-12,茶木太樹,栗,ヤマカツエース,フレンチ,キングヘイロー,栗毛,20200420
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,ピスティス,2,牝,2,西塚洸二,51,,7,1,11,136.8,1.11.6,0,0,9,9,後方,36.1,4,420,2,大江原哲,美,ミュゼスルタン,ハンナ,ディープインパクト,栗毛,20200418
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,シャコンヌ,3,牡,2,丹内祐次,54,,4,0.4,4,10.5,1.11.0,0,0,3,3,先行,36.1,4,428,0,小手川準,美,マツリダゴッホ,ヤマサラグランジュ,サクラバクシンオー,鹿毛,20200309
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,タイセイサーマル,4,牡,2,横山琉人,51,B,8,1.1,6,13,1.11.7,0,0,10,11,後方,35.8,2,420,-2,牧浦充徳,栗,ジャスタウェイ,カネトシパリッシュ,Tapit,鹿毛,20200427
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,イティネラートル,5,牝,2,横山和生,54,,1,-0.3,2,5.2,1.10.6,0,0,1,1,逃げ,36,3,404,-4,長谷川浩,栗,キズナ,ジプシーハイウェイ,High Chaparral,鹿毛,20200401
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,デイズオブドリーム,6,牝,2,角田大和,52,,5,0.7,5,11.3,1.11.3,0,0,5,5,中団,36.1,4,400,0,加藤征弘,美,レッドファルクス,ユメノキラメキ,ロージズインメイ,青毛,20200222
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,ニシノピウモッソ,7,牡,2,勝浦正樹,54,,2,0.3,3,5.2,1.10.9,0,0,8,7,差し,35.6,1,452,4,西田雄一,美,ネロ,ニシノアリオス,リーチザクラウン,栗毛,20200208
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,オースピス,8,牝,2,横山武史,54,,3,0.4,1,2.5,1.11.0,0,0,2,2,先行,36.3,8,418,6,高橋裕,美,ハービンジャー,ナナヨーティアラ,マイネルラヴ,鹿毛,20200408
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,クリノヒーロー,9,牡,2,菱田裕二,54,,11,1.4,9,34.1,1.12.0,0,0,3,3,先行,37.1,11,464,4,谷潔,栗,イスラボニータ,リヴァプール,ダンスインザダーク,栗毛,20200406
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,セクシーコマンドー,10,牡,2,古川吉洋,54,,9,1.2,8,21.1,1.11.8,0,0,5,5,中団,36.7,10,450,-2,鈴木慎太,美,ビーチパトロール,オウシュウフリート,コロナドズクエスト,鹿毛,20200414
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,チャイボーグ,11,牝,2,小林凌大,51,,10,1.3,10,131.7,1.11.9,0,0,10,10,後方,36.1,4,462,-8,的場均,美,シャンハイボビー,アンスタンフィール,スタチューオブリバティ,黒鹿,20200424
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,セイウンマリンガー,1,牝,3,秋山稔樹,53,,3,0.8,8,26.4,1.48.3,12,12,9,5,差し,39.3,1,414,4,本間忍,美,ケープブランコ,ニシノリンド,キングカメハメハ,栗毛,20190424
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ジョブックフィオリ,2,牝,3,横山和生,54,,11,2.9,7,26,1.50.4,9,10,13,13,後方,41,10,430,4,小桧山悟,美,ルーラーシップ,カルトマリーヌ,クロフネ,鹿毛,20190511
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ラブミーディザイア,3,牝,3,菱田裕二,54,,14,4.9,1,3.8,1.52.4,4,3,4,9,中団,44.1,14,472,-4,和田勇介,美,コパノリッキー,メイショウアサツユ,タイキシャトル,鹿毛,20190224
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ルクスディオン,4,牝,3,横山琉人,51,,5,1,3,5.2,1.48.5,1,1,1,1,逃げ,40.7,9,438,-6,吉村圭司,栗,シニスターミニスター,ハイジトウショウ,バブルガムフェロー,栗毛,20190226
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ララパラプリュイ,5,牝,3,藤岡佑介,54,B,6,1.1,10,35.5,1.48.6,6,6,6,5,中団,40.1,4,454,6,田中博康,美,エピファネイア,ベツァオバーン,タニノギムレット,栗毛,20190522
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,パーチル,6,牝,3,黛弘人,54,,4,0.8,13,119.7,1.48.3,7,7,6,8,差し,39.8,3,430,-4,岩戸孝樹,美,ドレフォン,ヴァタルサイビーチ,ゼンノロブロイ,鹿毛,20190318
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,シャムトラダイコウ,7,牝,3,小林凌大,51,,7,1.3,9,33.9,1.48.8,8,8,6,5,中団,40.2,6,470,-14,中野栄治,美,トゥザグローリー,シェーナビアンカ,タイキシャトル,芦毛,20190421
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,プレミアムベリー,8,牝,3,水口優也,54,,8,1.7,2,4.1,1.49.2,2,2,2,2,先行,41.3,11,442,0,羽月友彦,栗,ヘニーヒューズ,ミラクルベリー,ファルブラヴ,鹿毛,20190402
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,スマイルサキ,9,牝,3,斎藤新,54,,10,2,11,38.2,1.49.5,13,13,12,9,中団,40.3,7,424,-6,松山将樹,美,フリオーソ,グローリファイ,キングズベスト,栗毛,20190604
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,マナウス,10,牝,3,横山武史,54,,1,-0.6,4,6.3,1.47.5,4,5,4,2,先行,39.3,1,456,0,田中克典,栗,マジェスティックウォリアー,フミノアマゾン,フジキセキ,黒鹿,20190215
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ブレディバンチ,11,牝,3,大久保友,51,B,9,1.9,6,12.6,1.49.4,11,10,9,9,中団,40.4,8,446,0,戸田博文,美,クロフネ,ノットユアビジネス,エンドスウィープ,芦毛,20190221
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ニシノカケハシ,12,牝,3,勝浦正樹,54,,13,3.6,14,145.2,1.51.1,14,13,13,14,後方,41.7,12,452,-6,松山将樹,美,クリエイター2,ニシノミチシルベ,タイキシャトル,芦毛,20190216
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ディスコ,13,牝,3,武豊,54,,2,0.6,5,7.5,1.48.1,2,3,3,2,先行,40.1,4,472,-2,音無秀孝,栗,クロフネ,ショコラディスコ,シンボリクリスエス,鹿毛,20190311
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,カルヴァドス,14,牝,3,丹内祐次,54,,12,3.5,12,60.2,1.51.0,9,9,9,12,後方,42,13,462,-8,加藤和宏,美,バトルプラン,エターナルサーガ,ブライアンズタイム,黒鹿,20190403
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ギミーアワーズ,1,牡,3,吉田隼人,56,B,5,1,9,44.2,1.00.7,0,0,8,7,中団,36.6,5,456,-4,加藤士津,美,モーリス,ギミーシェルター,サンデーサイレンス,栗毛,20190503
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ナオミニデレデレヤ,2,牝,3,西塚洸二,51,B,7,1.4,5,15.8,1.01.1,0,0,7,7,中団,37.1,9,442,3,杉山佳明,栗,エスケンデレヤ,グリマープリンセス,マンハッタンカフェ,栗毛,20190303
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ライブリインパクト,3,牡,3,水口優也,56,B,11,2.1,12,292.5,1.01.8,0,0,10,10,後方,37.4,10,460,-6,石橋守,栗,ワールドエース,ストリートダイナー,ストリートセンス,鹿毛,20190315
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ジュエルシティー,4,牝,3,鷲頭虎太,51,,12,2.5,8,34.7,1.02.2,0,0,12,12,後方,36.9,7,440,0,松永昌博,栗,エピファネイア,エアラホーヤ,ボストンハーバー,黒鹿,20190415
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,キソー,5,牝,3,岩田康誠,54,,6,1.2,6,20.9,1.00.9,0,0,3,5,中団,37.4,10,422,-4,小島茂之,美,アポロキングダム,ウィットウォーター,ヨハネスブルグ,栗毛,20190411
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,キリシマタウン,6,牡,3,角田大和,54,,1,-0.1,2,2.5,0.59.7,0,0,3,3,先行,36.2,1,440,-4,天間昭一,美,トゥザワールド,チェリースマイル,サクラバクシンオー,栗毛,20190429
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ユキゲショウ,7,牝,3,黛弘人,54,,8,1.5,11,223.3,1.01.2,0,0,9,9,後方,36.9,7,462,6,浅野洋一,美,ジョーカプチーノ,イケタイトル,ヤマニンゼファー,芦毛,20190428
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,タイセイプロシード,8,牡,3,鮫島克駿,56,B,10,1.7,3,7.4,1.01.4,0,0,3,3,先行,38,12,480,-4,高橋裕,美,ストロングリターン,マダムアグライア,ケイムホーム,黒鹿,20190223
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ルルネージュ,9,牝,3,勝浦正樹,54,,3,0.3,4,11.4,1.00.0,0,0,6,6,差し,36.2,1,476,-2,武市康男,美,メイショウボーラー,ピッパレジーナ,ゴールドアリュール,芦毛,20190328
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ウインオワーズ,10,牡,3,丹内祐次,56,,9,1.6,10,62.9,1.01.3,0,0,11,10,後方,36.5,3,474,4,高木登,美,ダノンシャンティ,シュフルール,パントレセレブル,鹿毛,20190212
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,クリスタルローズ,11,牝,3,小林凌大,51,,4,0.3,7,24.3,1.00.0,0,0,1,1,逃げ,36.8,6,484,4,土田稔,美,ディスクリートキャット,マルヨシロワイン,アジュディケーティング,鹿毛,20190404
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,メルシー,12,牝,3,武豊,54,,2,0.1,1,2.4,0.59.8,0,0,2,2,先行,36.5,3,418,0,今野貞一,栗,リオンディーズ,メモリーオブハース,ディープインパクト,青鹿,20190424
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,アンサングヒーロー,1,牡,3,泉谷楓真,55,,14,3.8,9,23.6,1.51.5,9,9,12,13,後方,41.5,14,482,-2,水野貴広,美,ストロングリターン,レディトリス,エンパイアメーカー,鹿毛,20190427
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,カホウハネテマテ,2,牝,3,大久保友,51,,12,2.7,11,112.9,1.50.4,7,6,9,11,後方,41,11,470,6,村山明,栗,グランプリボス,モズツドイ,クロフネ,芦毛,20190414
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,ヴィオレントアズル,3,牡,3,鷲頭虎太,53,,7,1.3,12,149.8,1.49.0,14,14,14,13,後方,38.4,1,406,-4,加藤和宏,美,フェノーメノ,プレゼンスブルー,パイロ,青鹿,20190406
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,カイザーレオン,4,牡,3,横山和生,56,,3,0.1,2,4.3,1.47.8,3,3,3,3,先行,39,4,456,0,伊坂重信,美,マクフィ,スフィンクス,リンカーン,鹿毛,20190405
