年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
22,7,23,11,札幌,しらかば･3勝,芝,1200,稍,曇,15,ミニオンペール,15,牝,6,黛弘人,55,,1,-0.2,11,74.5,1.09.9,0,0,1,1,逃げ,35.3,7,マツリダゴッホ,20160604
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,サイモンポーリア,1,牝,4,丸山元気,55,,0,----,9,72.7,0.00.0,0,0,0,0,,,0,マジェスティックウォリアー,20180321
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,レリジールダモーレ,2,牝,3,横山琉人,49,,2,0.9,2,3.4,1.46.6,7,7,5,4,ﾏｸﾘ,37.4,2,キングカメハメハ,20190408
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,レイモミ,3,牝,4,角田大和,53,,8,3.5,7,21.4,1.49.2,8,8,8,8,後方,39.3,6,ディープインパクト,20180305
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クリノイヴァンカ,4,牝,6,古川吉洋,55,,9,3.7,10,97.3,1.49.4,9,9,9,9,後方,38.9,4,ハーツクライ,20160126
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,フォンメイリー,5,牝,3,斎藤新,52,,6,3.2,4,6.7,1.48.9,5,6,6,6,中団,39.5,8,ドレフォン,20190417
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クオーレドーロ,6,牝,3,横山武史,52,,4,2.3,3,4.2,1.48.0,3,3,4,4,先行,38.9,4,ジャスタウェイ,20190527
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,マリノプリエール,7,牝,3,小林凌大,49,,7,3.3,6,17,1.49.0,5,5,6,7,後方,39.5,8,オルフェーヴル,20190225
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,クレスコジョケツ,8,牝,3,鮫島克駿,52,,1,-0.9,1,2.9,1.45.7,1,1,1,1,逃げ,36.9,1,アメリカンペイトリオット,20190318
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,トーホウジュナール,9,牝,4,菱田裕二,55,,3,1.7,8,24.3,1.47.4,2,2,2,2,先行,38.6,3,エイシンフラッシュ,20180513
22,7,23,12,札幌,１勝ｸﾗｽ・牝,ダ,1700,稍,曇,10,ホウオウハイエスト,10,牝,4,丹内祐次,55,,5,2.6,5,16,1.48.3,3,3,3,3,先行,39.4,7,ダイワメジャー,20180225
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,リンデザ,1,牝,2,城戸義政,54,,6,1,7,15.8,1.11.6,0,0,5,7,中団,36.4,9,ヤマカツエース,20200420
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,ピスティス,2,牝,2,西塚洸二,51,,7,1,11,136.8,1.11.6,0,0,9,9,後方,36.1,4,ミュゼスルタン,20200418
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,シャコンヌ,3,牡,2,丹内祐次,54,,4,0.4,4,10.5,1.11.0,0,0,3,3,先行,36.1,4,マツリダゴッホ,20200309
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,タイセイサーマル,4,牡,2,横山琉人,51,B,8,1.1,6,13,1.11.7,0,0,10,11,後方,35.8,2,ジャスタウェイ,20200427
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,イティネラートル,5,牝,2,横山和生,54,,1,-0.3,2,5.2,1.10.6,0,0,1,1,逃げ,36,3,キズナ,20200401
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,デイズオブドリーム,6,牝,2,角田大和,52,,5,0.7,5,11.3,1.11.3,0,0,5,5,中団,36.1,4,レッドファルクス,20200222
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,ニシノピウモッソ,7,牡,2,勝浦正樹,54,,2,0.3,3,5.2,1.10.9,0,0,8,7,差し,35.6,1,ネロ,20200208
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,オースピス,8,牝,2,横山武史,54,,3,0.4,1,2.5,1.11.0,0,0,2,2,先行,36.3,8,ハービンジャー,20200408
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,クリノヒーロー,9,牡,2,菱田裕二,54,,11,1.4,9,34.1,1.12.0,0,0,3,3,先行,37.1,11,イスラボニータ,20200406
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,セクシーコマンドー,10,牡,2,古川吉洋,54,,9,1.2,8,21.1,1.11.8,0,0,5,5,中団,36.7,10,ビーチパトロール,20200414
22,7,24,1,札幌,未勝利*,芝,1200,良,曇,11,チャイボーグ,11,牝,2,小林凌大,51,,10,1.3,10,131.7,1.11.9,0,0,10,10,後方,36.1,4,シャンハイボビー,20200424
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,セイウンマリンガー,1,牝,3,秋山稔樹,53,,3,0.8,8,26.4,1.48.3,12,12,9,5,差し,39.3,1,ケープブランコ,20190424
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ジョブックフィオリ,2,牝,3,横山和生,54,,11,2.9,7,26,1.50.4,9,10,13,13,後方,41,10,ルーラーシップ,20190511
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ラブミーディザイア,3,牝,3,菱田裕二,54,,14,4.9,1,3.8,1.52.4,4,3,4,9,中団,44.1,14,コパノリッキー,20190224
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ルクスディオン,4,牝,3,横山琉人,51,,5,1,3,5.2,1.48.5,1,1,1,1,逃げ,40.7,9,シニスターミニスター,20190226
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ララパラプリュイ,5,牝,3,藤岡佑介,54,B,6,1.1,10,35.5,1.48.6,6,6,6,5,中団,40.1,4,エピファネイア,20190522
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,パーチル,6,牝,3,黛弘人,54,,4,0.8,13,119.7,1.48.3,7,7,6,8,差し,39.8,3,ドレフォン,20190318
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,シャムトラダイコウ,7,牝,3,小林凌大,51,,7,1.3,9,33.9,1.48.8,8,8,6,5,中団,40.2,6,トゥザグローリー,20190421
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,プレミアムベリー,8,牝,3,水口優也,54,,8,1.7,2,4.1,1.49.2,2,2,2,2,先行,41.3,11,ヘニーヒューズ,20190402
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,スマイルサキ,9,牝,3,斎藤新,54,,10,2,11,38.2,1.49.5,13,13,12,9,中団,40.3,7,フリオーソ,20190604
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,マナウス,10,牝,3,横山武史,54,,1,-0.6,4,6.3,1.47.5,4,5,4,2,先行,39.3,1,マジェスティックウォリアー,20190215
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ブレディバンチ,11,牝,3,大久保友,51,B,9,1.9,6,12.6,1.49.4,11,10,9,9,中団,40.4,8,クロフネ,20190221
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ニシノカケハシ,12,牝,3,勝浦正樹,54,,13,3.6,14,145.2,1.51.1,14,13,13,14,後方,41.7,12,クリエイター2,20190216
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,ディスコ,13,牝,3,武豊,54,,2,0.6,5,7.5,1.48.1,2,3,3,2,先行,40.1,4,クロフネ,20190311
22,7,24,2,札幌,未勝利・牝,ダ,1700,良,曇,14,カルヴァドス,14,牝,3,丹内祐次,54,,12,3.5,12,60.2,1.51.0,9,9,9,12,後方,42,13,バトルプラン,20190403
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ギミーアワーズ,1,牡,3,吉田隼人,56,B,5,1,9,44.2,1.00.7,0,0,8,7,中団,36.6,5,モーリス,20190503
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ナオミニデレデレヤ,2,牝,3,西塚洸二,51,B,7,1.4,5,15.8,1.01.1,0,0,7,7,中団,37.1,9,エスケンデレヤ,20190303
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ライブリインパクト,3,牡,3,水口優也,56,B,11,2.1,12,292.5,1.01.8,0,0,10,10,後方,37.4,10,ワールドエース,20190315
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ジュエルシティー,4,牝,3,鷲頭虎太,51,,12,2.5,8,34.7,1.02.2,0,0,12,12,後方,36.9,7,エピファネイア,20190415
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,キソー,5,牝,3,岩田康誠,54,,6,1.2,6,20.9,1.00.9,0,0,3,5,中団,37.4,10,アポロキングダム,20190411
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,キリシマタウン,6,牡,3,角田大和,54,,1,-0.1,2,2.5,0.59.7,0,0,3,3,先行,36.2,1,トゥザワールド,20190429
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ユキゲショウ,7,牝,3,黛弘人,54,,8,1.5,11,223.3,1.01.2,0,0,9,9,後方,36.9,7,ジョーカプチーノ,20190428
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,タイセイプロシード,8,牡,3,鮫島克駿,56,B,10,1.7,3,7.4,1.01.4,0,0,3,3,先行,38,12,ストロングリターン,20190223
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ルルネージュ,9,牝,3,勝浦正樹,54,,3,0.3,4,11.4,1.00.0,0,0,6,6,差し,36.2,1,メイショウボーラー,20190328
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,ウインオワーズ,10,牡,3,丹内祐次,56,,9,1.6,10,62.9,1.01.3,0,0,11,10,後方,36.5,3,ダノンシャンティ,20190212
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,クリスタルローズ,11,牝,3,小林凌大,51,,4,0.3,7,24.3,1.00.0,0,0,1,1,逃げ,36.8,6,ディスクリートキャット,20190404
22,7,24,3,札幌,未勝利,ダ,1000,良,曇,12,メルシー,12,牝,3,武豊,54,,2,0.1,1,2.4,0.59.8,0,0,2,2,先行,36.5,3,リオンディーズ,20190424
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,アンサングヒーロー,1,牡,3,泉谷楓真,55,,14,3.8,9,23.6,1.51.5,9,9,12,13,後方,41.5,14,ストロングリターン,20190427
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,カホウハネテマテ,2,牝,3,大久保友,51,,12,2.7,11,112.9,1.50.4,7,6,9,11,後方,41,11,グランプリボス,20190414
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,ヴィオレントアズル,3,牡,3,鷲頭虎太,53,,7,1.3,12,149.8,1.49.0,14,14,14,13,後方,38.4,1,フェノーメノ,20190406
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,カイザーレオン,4,牡,3,横山和生,56,,3,0.1,2,4.3,1.47.8,3,3,3,3,先行,39,4,マクフィ,20190405
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,バンクロール,5,牡,3,横山武史,56,B,5,0.8,3,5.4,1.48.5,9,9,11,10,中団,38.8,3,ディーマジェスティ,20190313
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,サクラオーラ,6,牝,3,武豊,54,,4,0.6,4,5.8,1.48.3,1,1,1,1,逃げ,39.8,8,シルバーステート,20190403
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,アカノストロング,7,牡,3,角田大和,54,,2,0.1,5,6.7,1.47.8,3,3,6,5,差し,38.7,2,ストロングリターン,20190219
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,ロルバーンスカイ,8,牡,3,丹内祐次,56,B,6,0.9,1,3.9,1.48.6,7,6,9,6,中団,39.2,6,ワールドエース,20190317
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,デュードメール,9,牝,3,吉田隼人,54,,8,1.4,6,13.8,1.49.1,9,9,3,3,先行,40.3,9,ロードカナロア,20190413
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,サルサディーバ,10,牝,3,秋山稔樹,53,,1,-0.1,8,22.9,1.47.7,2,2,2,2,先行,39.1,5,マジェスティックウォリアー,20190306
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,キタノポーションズ,11,牝,3,古川吉洋,54,,10,2.2,13,153.4,1.49.9,6,6,6,8,中団,40.8,10,サンカルロ,20190402
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,ダンスデミルリトン,12,牡,3,横山琉人,53,,9,1.5,14,191.3,1.49.2,13,13,12,12,後方,39.2,6,パイロ,20190526
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,ノーティアス,13,牡,3,鮫島克駿,56,,13,2.9,7,18.9,1.50.6,12,12,8,8,中団,41.4,13,ハービンジャー,20190404
22,7,24,4,札幌,未勝利,ダ,1700,良,曇,14,アルティマナイト,14,牡,3,原田和真,56,B,11,2.4,10,48.7,1.50.1,3,3,3,6,中団,41.3,12,スクリーンヒーロー,20190226
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,ジェモロジー,1,牝,2,鮫島克駿,54,,3,0.1,4,8.8,1.52.4,2,2,2,2,先行,36,5,ハービンジャー,20200204
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,シュバルツガイスト,2,牡,2,武豊,54,,7,1.3,2,2.4,1.53.6,3,2,2,3,先行,37.1,7,キタサンブラック,20200215
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,ドゥアイズ,3,牝,2,吉田隼人,54,,1,0,5,28.4,1.52.3,4,4,4,3,先行,35.6,2,ルーラーシップ,20200329
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,アクションプラン,4,牡,2,秋山稔樹,53,,8,3,9,159.8,1.55.3,6,7,6,8,後方,38.3,8,リオンディーズ,20200323
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,ドゥーラ,5,牝,2,斎藤新,54,,4,0.1,7,50.3,1.52.4,8,8,6,6,差し,35.4,1,ドゥラメンテ,20200208
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,トップナイフ,6,牡,2,横山和生,54,,6,0.6,3,6.8,1.52.9,6,4,6,6,中団,35.9,4,デクラレーションオブウォー,20200309
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,キスオンザビーチ,7,牝,2,岩田康誠,54,,5,0.6,6,31.8,1.52.9,1,1,1,1,逃げ,36.6,6,ビーチパトロール,20200219
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,ヤマノコトブキ,8,牡,2,菱田裕二,54,,9,4.8,8,142.4,1.57.1,9,9,9,9,後方,39.4,9,リオンディーズ,20200427
22,7,24,5,札幌,新馬,芝,1800,良,曇,9,ウヴァロヴァイト,9,牝,2,横山武史,54,,2,0,1,2.3,1.52.3,4,4,4,5,差し,35.6,2,サトノクラウン,20200305
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,マイネルユヌスール,1,牡,3,横山琉人,53,,2,0.4,6,15.4,2.05.2,13,12,10,6,差し,36.6,2,エイシンフラッシュ,20190429
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,フレイムリリー,2,牝,3,菱田裕二,54,,12,0.9,9,32.3,2.05.7,15,15,12,13,後方,36.9,4,マツリダゴッホ,20190601
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,タフトテソーロ,3,牡,3,鮫島克駿,56,,1,-0.4,2,4.8,2.04.8,11,10,10,10,差し,36.2,1,マツリダゴッホ,20190224
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ルクスレジーナ,4,牝,3,古川奈穂,50,,8,0.6,3,6.6,2.05.4,9,10,12,13,後方,36.6,2,キングカメハメハ,20190326
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ミスピュアハート,5,牝,3,荻野琢真,54,,11,0.9,7,21.4,2.05.7,6,6,7,10,中団,37.3,11,ダイワメジャー,20190323
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ワンダーシャイン,6,牡,3,秋山稔樹,55,,13,1.4,15,170.5,2.06.2,12,12,12,10,中団,37.4,12,ディーマジェスティ,20190410
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ブレッシングクライ,7,牡,3,浜中俊,56,,4,0.4,4,12.9,2.05.2,3,3,4,2,先行,37.1,8,ドゥラメンテ,20190402
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,サトノゼノビア,8,牝,3,横山和生,54,B,5,0.5,5,15.3,2.05.3,3,3,4,6,中団,37.1,8,ディープインパクト,20190221
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ヴァリッド,9,牝,3,西塚洸二,51,,6,0.5,10,35.7,2.05.3,1,1,1,1,逃げ,37.5,13,ブラックタイド,20190223
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,マイネルイージス,10,牡,3,丹内祐次,56,,3,0.4,1,2.1,2.05.2,6,6,4,2,先行,37,6,ゴールドシップ,20190518
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ゲンパチソル,11,牝,3,吉田隼人,54,,7,0.6,12,49.6,2.05.4,8,6,7,6,中団,37,6,ディープインパクト,20190219
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ジュンバレット,12,牡,3,勝浦正樹,56,,9,0.7,13,64.3,2.05.5,9,9,7,6,中団,37.1,8,ネオユニヴァース,20190407
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ルーラータイム,13,牝,3,岩田康誠,54,,15,2.4,8,24.8,2.07.2,2,2,2,2,先行,39.3,15,ルーラーシップ,20190430
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ストロングフォース,14,牡,3,小林凌大,53,,10,0.9,14,149.1,2.05.7,13,14,12,13,後方,36.9,4,ロージズインメイ,20190414
22,7,24,6,札幌,未勝利,芝,2000,良,曇,15,ヒルノソレント,15,牡,3,古川吉洋,56,,14,1.4,11,49,2.06.2,3,3,3,2,先行,38.2,14,ダイワメジャー,20190309
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,パワーブローキング,1,牡,3,丹内祐次,54,,4,1,2,3.7,1.47.8,3,2,2,1,先行,40.8,6,アメリカンペイトリオット,20190523
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,ウインバリオス,2,牡,3,鮫島克駿,54,,7,1.4,9,21,1.48.2,5,5,4,5,中団,40.9,7,ドゥラメンテ,20190316
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,エヴィダンシア,3,牡,3,横山武史,54,B,12,4,8,20.5,1.50.8,5,5,7,11,後方,43.1,12,ドゥラメンテ,20190127
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,パーティーベル,4,牡,3,横山和生,54,,3,0.1,5,7.7,1.46.9,12,11,8,4,ﾏｸﾘ,39.1,2,ハービンジャー,20190506
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,ポンフー,5,牡,4,黛弘人,57,,8,2.4,12,351.5,1.49.2,11,11,12,12,後方,40.2,4,ルーラーシップ,20180226
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,サンレブンワース,6,牡,3,浜中俊,54,,9,2.5,11,149.9,1.49.3,10,10,11,9,後方,41.1,8,ベルシャザール,20190407
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,アシタガアルサ,7,牡,4,吉田隼人,57,B,1,-0.1,7,19.6,1.46.8,8,8,10,8,差し,38.9,1,シニスターミニスター,20180506
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,ヴィクトリオン,8,セ,4,原田和真,57,,11,3.5,10,35.4,1.50.3,2,2,4,9,後方,42.9,11,Uncle Mo,20180329
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,アスクビックスター,9,牡,3,古川奈穂,50,,6,1.2,1,3.2,1.48.0,1,1,1,2,逃げ,41.1,8,キングカメハメハ,20190329
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,フェズカズマ,10,牡,3,岩田康誠,54,,5,1,4,7.5,1.47.8,3,4,2,2,先行,40.7,5,ドレフォン,20190115
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,ジルバーン,11,牡,3,武豊,54,,2,0.1,6,13.7,1.46.9,9,9,8,6,差し,39.1,2,ハーツクライ,20190302
22,7,24,7,札幌,１勝ｸﾗｽ,ダ,1700,良,曇,12,シャインフォール,12,牡,3,角田大和,52,,10,3,3,6.2,1.49.8,5,7,4,7,中団,42.4,10,ロードカナロア,20190418
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,ユキノプリンセス,1,牝,3,角田大和,50,,5,0.8,5,6.1,1.51.1,6,5,6,4,先行,36.4,4,シルバーステート,20190222
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,エクラノーブル,2,牝,3,鮫島克駿,52,,3,0.6,3,5.1,1.50.9,2,2,2,2,先行,36.5,5,キズナ,20190220
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,ヤマニンゼスト,3,牡,3,鷲頭虎太,51,,1,-0.4,2,3.8,1.50.3,6,8,10,4,ﾏｸﾘ,35.1,1,シンボリクリスエス,20190416
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,グランスラムアスク,4,牝,3,古川奈穂,49,,8,1.1,1,3.2,1.51.4,6,7,6,4,ﾏｸﾘ,36.7,7,ディープインパクト,20190311
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,ミント,5,牝,3,荻野琢真,52,,4,0.7,4,5.7,1.51.0,9,8,9,10,追込,36.1,2,エピファネイア,20190207
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,プリペアード,6,牝,4,丹内祐次,55,,2,0.4,6,13.1,1.50.7,4,3,2,2,先行,36.2,3,ディープインパクト,20180311
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,ショベルヘッド,7,セ,4,藤岡佑介,57,,9,1.2,7,25.6,1.51.5,9,8,2,4,ﾏｸﾘ,37,9,Curlin,20180327
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,ゾロ,8,牡,6,山田敬士,55,,7,1.1,9,95.7,1.51.4,4,5,6,4,先行,36.7,7,English Channel,20160222
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,スパークオブライフ,9,牝,6,小林凌大,52,,6,0.9,8,45.1,1.51.2,2,3,5,4,先行,36.6,6,ルーラーシップ,20160428
22,7,24,8,札幌,１勝ｸﾗｽ,芝,1800,良,曇,10,セプテンベル,10,牝,3,大久保友,49,,10,1.3,10,138.7,1.51.6,1,1,1,1,逃げ,37.5,10,ドゥラメンテ,20190416
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,マジカルステージ,1,牝,4,吉田隼人,55,,1,-0.1,4,7,2.02.4,4,4,4,4,先行,36.3,4,モーリス,20180204
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,スズカノロッソ,2,セ,7,丹内祐次,57,,3,0.2,6,9,2.02.6,9,8,7,7,差し,36.3,4,モンテロッソ,20150403
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,グレースオブナイル,3,牝,5,藤岡佑介,55,,8,0.5,15,153.7,2.02.9,10,10,11,10,中団,36.2,3,タートルボウル,20170309
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,メイショウラナキラ,4,牡,3,池添謙一,54,,5,0.4,2,4.3,2.02.8,7,6,4,4,先行,36.7,11,ドゥラメンテ,20190314
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,メタルスパーク,5,セ,5,柴山雄一,57,B,12,0.8,13,85.6,2.03.2,12,11,10,10,中団,36.6,9,ジョーカプチーノ,20170428
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,トーセンヴァンノ,6,牡,3,原田和真,54,,14,1.1,14,107.4,2.03.5,14,14,13,15,後方,36.5,7,ヴァンキッシュラン,20190313
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,ジャミールフエルテ,7,セ,6,古川吉洋,57,,13,0.9,12,64.5,2.03.3,10,12,12,12,後方,36.5,7,オルフェーヴル,20160218
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,ヒューマンコメディ,8,牝,5,横山和生,55,,11,0.8,8,19.9,2.03.2,6,8,7,9,中団,36.8,13,ハーツクライ,20170410
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,ローゼライト,9,牝,4,斎藤新,55,B,7,0.5,10,49.8,2.02.9,1,1,1,2,逃げ,37.1,14,キズナ,20180324
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,ジャスティンスカイ,10,牡,3,横山武史,54,,4,0.4,1,3.6,2.02.8,7,6,7,7,差し,36.4,6,キタサンブラック,20190119
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,エルディアブロ,11,牡,4,鮫島克駿,57,B,9,0.5,5,7.8,2.02.9,12,12,13,12,後方,36,2,キングカメハメハ,20180325
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,スワヤンブナート,12,セ,3,武豊,54,,6,0.5,3,6.5,2.02.9,4,5,6,4,先行,36.7,11,ジャスタウェイ,20190412
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,マイネルエニグマ,13,牡,4,泉谷楓真,57,,2,0.1,7,17.3,2.02.5,3,3,2,1,先行,36.6,9,グラスワンダー,20180503
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,ポールトゥウィン,14,牡,5,浜中俊,57,,15,2.3,9,49,2.04.7,2,2,2,3,先行,38.8,15,ヴィクトワールピサ,20170416
22,7,24,9,札幌,ＨＴＢ賞･2勝,芝,2000,良,曇,15,フラワリングナイト,15,牝,5,菱田裕二,55,,10,0.7,11,54.3,2.03.1,15,15,15,12,後方,35.9,1,エピファネイア,20170502
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,モテモテ,1,牝,6,角田大和,55,,8,0.9,9,86.5,1.10.1,0,0,5,4,先行,36.2,7,クロフネ,20160412
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,ヤマニンプティパ,2,牝,5,柴山雄一,55,,5,0.7,6,21.2,1.09.9,0,0,6,7,後方,35.8,5,ブラックタイド,20170208
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,ラキエータ,3,牝,3,武豊,52,,2,0.2,2,3.7,1.09.4,0,0,6,6,差し,35.3,1,キンシャサノキセキ,20190201
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,ミモザイエロー,4,牝,6,大久保友,55,,4,0.5,8,64.3,1.09.7,0,0,8,9,追込,35.4,2,オルフェーヴル,20160318
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,カルネアサーダ,5,牝,3,鮫島克駿,52,,1,-0.2,3,5.6,1.09.2,0,0,2,2,先行,35.7,3,ドレフォン,20190227
22,7,24,10,札幌,知床特別･2勝,芝,1200,良,曇,9,メイショウエニシア,6,牝,4,藤岡佑介,55,,9,1.5,1,2.6,1.10.7,0,0,1,1,逃げ,37.4,9,リアルインパクト,20180505
